anno_festival,decennio_num,decennio,canzone,interprete,autori,posizione,posizione_numerica,fascia_posizione,categoria_risultato,periodo,sede,presentatore,partecipanti,vincitore,artista_spotify,anno_ultimo_rilascio,durata_min,popolarita,fascia_popolarita,url_album,anni_tra_festival_e_rilascio,anni_dal_festival,canzone_storica,ristampa_tardiva,rilascio_recente_2015,qualita_abbinamento,includi_analisi_spotify,record_canzone_unico
1954,1950,Anni 1950,Con te,Achille Togliani - Flo Sandon's e Natalino Otto,A. De Curtis,9º,9,4º-10º posto,Altra posizione,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Andrea Bocelli,1995.0,"4,18",50.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27331c411687c7c027c95fc34f0,41,69,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1954,1950,Anni 1950,Donnina sola,Achille Togliani - Natalino Otto,"S. Simoni, A. Valleroni e M. Casini",10º,10,4º-10º posto,Altra posizione,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Mia Martini,1972.0,"3,54",25.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2734917be979938642608f53e6e,18,69,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1954,1950,Anni 1950,Angeli senza cielo,Vittoria Mongardi - Flo Sandon's,Pinchi e E. Valladi,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Flo Sandon's,1947.0,"4,20",7.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27388898658f203abcd809212a3,-7,69,Sì,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
1954,1950,Anni 1950,Arriva il direttore,"Carla Boni, Gino Latilla e Duo Fasano - Quartetto Cetra",M. Panzeri e G. Fucilli,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Quartetto Cetra,2009.0,"2,67",6.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2731d267fad69d815b70a657873,55,69,Sì,Sì,No,Affidabile,Sì,Sì
1954,1950,Anni 1950,Berta filava,Carla Boni e Duo Fasano - Giorgio Consolini,"Pinchi, G. Wilhelm e O. Fiammenghi",NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Rino Gaetano,1976.0,"3,69",59.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273b119a4e5efb690db7269af1b,22,69,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1954,1950,Anni 1950,Canzoni alla sbarra,Gino Latilla e Duo Fasano - Quartetto Cetra,G. D'Anzi,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Quartetto Cetra,2009.0,"3,12",5.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2731d267fad69d815b70a657873,55,69,Sì,Sì,No,Affidabile,Sì,Sì
1954,1950,Anni 1950,Cirillino-Ci,Carla Boni e Duo Fasano - Quartetto Cetra,N. Rastelli e V. Mascheroni,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Quartetto Cetra,1955.0,"3,77",5.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2738305686b1eff217b6d56b04e,1,69,Sì,No,No,Affidabile,Sì,Sì
1954,1950,Anni 1950,Gioia di vivere,Achille Togliani - Gianni Ravera,C. A. Bixio,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Vibrazioni Positive 432Hz,2023.0,"3,31",4.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27382c1c8a0d53db04899004881,69,69,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1954,1950,Anni 1950,Piripicchio e Piripicchia,Duo Fasano e Gino Latilla - Quartetto Cetra,A. Sopranzi e T. Fusco,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Quartetto Cetra,2009.0,"2,94",4.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2731d267fad69d815b70a657873,55,69,Sì,Sì,No,Affidabile,Sì,Sì
1954,1950,Anni 1950,Rose (Oggi i tempi son cambiati),Katyna Ranieri - Vittoria Mongardi,Biri e G. Viezzoli,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Vittoria Mongardi,2012.0,"3,29",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2735d3693add74a5c50969ef22d,58,69,Sì,Sì,No,Affidabile,Sì,Sì
1954,1950,Anni 1950,Un diario,Carla Boni - Quartetto Cetra,A. Locatelli e F. Bergamini,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Quartetto Cetra,2020.0,"3,62",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273f744c3f9d10f239c6669330b,66,69,Sì,Sì,Sì,Affidabile,Sì,Sì
1954,1950,Anni 1950,Una bambina sei tu,Gino Latilla - Natalino Otto,G. Fabor,NF,,Senza posizione numerica,Non finalista,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,Claudio Villa,2021.0,"3,31",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273578fcfaeeabdb6c258fe4f95,67,69,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,Buongiorno tristezza,Claudio Villa - Tullio Pane,G. Fiorelli e M. Ruccione,1º,1,1º posto,Vincitore,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,,,,,Dati non disponibili,,,68,Sì,Non valutabile,Non valutabile,Senza dati Spotify,No,No
1955,1950,Anni 1950,Il torrente,Claudio Villa - Tullio Pane,C. A. Liman e L. Carmi,2º,2,2º-3º posto,Podio,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Torrente,2024.0,"3,30",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273fca14f6b704939a1a61097d6,69,68,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,Canto nella valle,"Natalino Otto e Trio Aurora - Bruno Pallesi, Nuccia Bongiovanni e Radio Boys",M. Panzeri e U. Fusco,3º,3,2º-3º posto,Podio,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Le Nostre Valli,2023.0,"4,15",20.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273b1e84889134953b5a9679e25,68,68,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,Incantatella,Claudio Villa - Narciso Parigi,E. Bonagura,4º,4,4º-10º posto,Altra posizione,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Narciso Parigi,2022.0,"4,26",3.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2737fe87cce419029e933c24cce,67,68,Sì,Sì,Sì,Affidabile,Sì,Sì
1955,1950,Anni 1950,Un cuore,Antonio Basurto - Gianni Ravera,P. Mendes e E. Falcocchio,5º,5,4º-10º posto,Altra posizione,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Francesca Michielin,2016.0,"3,54",44.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273a0ddccd687d7e370317e3baf,61,68,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,L'ombra,Jula de Palma - Marisa Colomber,W. Colì,6º,6,4º-10º posto,Altra posizione,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Spia,2019.0,"3,84",13.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273f0505a07c48e8b83f79100f1,64,68,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,Ci ciu cì (Cantava un usignol),Narciso Parigi e Radio Boys - Natalino Otto e Trio Aurora,E. Minoretti e S. Seracini,7º,7,4º-10º posto,Altra posizione,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Natalino Otto,2022.0,"3,46",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2737968931fc1c838b03ae0cb20,67,68,Sì,Sì,Sì,Affidabile,Sì,Sì
1955,1950,Anni 1950,Una fotografia nella cornice,Natalino Otto - Antonio Basurto,"L. Mannucci, A. V. Savona e E. Fecchi",8º,8,4º-10º posto,Altra posizione,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Natalino Otto,1953.0,"3,05",4.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273086082c33ed4b9d7abc3d768,-2,68,Sì,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
1955,1950,Anni 1950,Cantilena del trainante,Jula de Palma - Antonio Basurto,Faccenna e De Angelis,NF,,Senza posizione numerica,Non finalista,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Antonio Basurto,2014.0,"5,37",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2730f934cf65549306c3b7d0cb6,59,68,Sì,Sì,No,Affidabile,Sì,Sì
1955,1950,Anni 1950,Che fai tu luna in ciel,Bruno Pallesi - Jula de Palma,N. Rastelli e Brinniti,NF,,Senza posizione numerica,Non finalista,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Irena Kowalska,2023.0,"2,45",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273d473fe2add4256c623f371be,68,68,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,Era un omino,"Clara Jaione e Radio Boys - Nella Colombo, Bruno Rosettani e Trio Aurora",A. Paolillo,NF,,Senza posizione numerica,Non finalista,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,I Campagnoli Belli,2009.0,"3,87",2.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2739191514606627b367ad3c1b3,54,68,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,I tre timidi,Natalino Otto - Nuccia Bongiovanni e Radio Boys,E. Valladi,NF,,Senza posizione numerica,Non finalista,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Nuccia,2009.0,"3,62",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273c2155f08f2ff619da50650ea,54,68,Sì,Sì,No,Affidabile,Sì,Sì
1955,1950,Anni 1950,Il primo viaggio,"Bruno Pallesi e Nuccia Bongiovanni - Bruno Rosettani, Nella Colombo e Trio Aurora",Sargon,NF,,Senza posizione numerica,Non finalista,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Paolo Bacilieri,2014.0,"2,72",19.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273287e559f99792a538f152ea6,59,68,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,Non penserò che a te,Gianni Ravera - Tullio Pane,"Taddei, Poggiali e Minasi",NF,,Senza posizione numerica,Non finalista,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Gianni Ravera,2014.0,"4,16",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273e8165e6150fddb0c88a7b549,59,68,Sì,Sì,No,Affidabile,Sì,Sì
1955,1950,Anni 1950,Sentiero,Bruno Pallesi - Jula de Palma,B. Cherubini e C. Concina,NF,,Senza posizione numerica,Non finalista,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Valo B,2024.0,"3,20",8.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273e0af23f43a29cfd1c91ee0ef,69,68,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1955,1950,Anni 1950,Zucchero e pepe,Bruno Rosettani e Trio Aurora - Clara Jaione e Radio Boys,"Biri, L. Capece Minutolo e V. Mascheroni",NF,,Senza posizione numerica,Non finalista,27-29 gennaio,Casinò di Sanremo,Armando Pizzo,15,Claudio Villa,Bruno Rosettani,2014.0,"3,17",21.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273287e559f99792a538f152ea6,59,68,Sì,Sì,No,Affidabile,Sì,Sì
1956,1950,Anni 1950,Aprite le finestre,Franca Raimondi,Pinchi e V. Panzuti,1º,1,1º posto,Vincitore,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,,,,,Dati non disponibili,,,67,Sì,Non valutabile,Non valutabile,Senza dati Spotify,No,No
1956,1950,Anni 1950,Amami se vuoi,Tonina Torrielli,M. Panzeri e V. Mascheroni,2º,2,2º-3º posto,Podio,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Tonina Torielli,2014.0,"3,22",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273287e559f99792a538f152ea6,58,67,Sì,Sì,No,Affidabile,Sì,Sì
1956,1950,Anni 1950,La vita è un paradiso di bugie,Luciana Gonzales,D. Calcagno e N. Oliviero,3º,3,2º-3º posto,Podio,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Quartetto Cetra,2009.0,"2,58",13.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2731d267fad69d815b70a657873,53,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Il cantico del cielo,Tonina Torrielli,A. Testa e C. A. Rossi,4º,4,4º-10º posto,Altra posizione,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Fiorella Bini,2015.0,"3,47",2.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27311d161283be0eedc907a41f2,59,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,La colpa fu,Ugo Molinari,"Gippi, L. Beretta e E. Sciorilli",5º,5,4º-10º posto,Altra posizione,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,El Canfin,2007.0,"2,97",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2733dd69b29418e1ef17bc0cb43,51,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Il bosco innamorato,Tonina Torrielli,G. C. Testoni e G. Kramer,6º,6,4º-10º posto,Altra posizione,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Quartetto Cetra,1955.0,"2,98",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2738305686b1eff217b6d56b04e,-1,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Albero caduto,Ugo Molinari,G. Fiorelli e M. Ruccione,7º,7,4º-10º posto,Altra posizione,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Quartetto Cetra,2020.0,"3,01",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273f744c3f9d10f239c6669330b,64,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Musetto (La più bella sei tu),Gianni Marzocchi,D. Modugno,8º,8,4º-10º posto,Altra posizione,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Gianni Marzocchi,2012.0,"2,86",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2737ad2db0dd9818387dd782fb5,56,67,Sì,Sì,No,Affidabile,Sì,Sì
1956,1950,Anni 1950,Nota per nota,Ugo Molinari,G. Viezzoli,9º,9,4º-10º posto,Altra posizione,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Zucchero,2004.0,"3,38",40.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273b346a56dc65e406c2e8cef20,48,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Due teste sul cuscino,Ugo Molinari,G. C. Testoni e F. Rendine,10º,10,4º-10º posto,Altra posizione,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Claudio Villa,2019.0,"3,41",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27345115d2e4d283db6dbb5b698,63,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Anima gemella,Gianni Marzocchi e Clara Vincenzi,G. C. Testoni e C. A. Rossi,NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Gemelli Diversi,2000.0,"4,01",38.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27307c0f32c197bcbc2a0cd2bf5,44,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,È bello,Luciana Gonzales,Danpa e D. Vignali,NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Dorsa,2023.0,"3,10",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273b69fa8036dd4d22b0e828b7e,67,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Ho detto al sole,Gianni Marzocchi,R. Morbelli e Falco,NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Gigi Proietti,2002.0,"3,99",12.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273b828e70e28a211e2a7dfd64a,46,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Il trenino del destino,Franca Raimondi,"B. Cherubini, M. Schisa e M. Trama",NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Franca Raimondi,2014.0,"2,91",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273a24a074a195babc48a4c7958,58,67,Sì,Sì,No,Affidabile,Sì,Sì
1956,1950,Anni 1950,Il trenino di latta verde,Clara Vincenzi,"M. Gigante, L. L. Martelli e Neri",NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Natalino Otto,2021.0,"2,59",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2738dfec5713c9ae7846c0fbdbe,65,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Lucia e Tobia,Gianni Marzocchi e Franca Raimondi,M. Panzeri e G. D'Anzi,NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Quartetto Cetra,2020.0,"3,20",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273f744c3f9d10f239c6669330b,64,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Lui e lei,Clara Vincenzi,"S. Simoni, Faccenna e M. Casini",NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Razzi Totali,2006.0,"1,13",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2733bf47ac7606ff7336ef74434,50,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Parole e musica,Luciana Gonzales,N. Rastelli e Silvestri,NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Ligabue,2023.0,"3,12",43.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27330a1e5d3aac7e1a3fc32b29c,67,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Qualcosa è rimasto,Tonina Torrielli,Pinchi e Spaggiari,NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Mondo Marcio,2004.0,"3,77",23.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273b2f159e9ed5916bff96b7315,48,67,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1956,1950,Anni 1950,Sogni d'or,Franca Raimondi e Clara Vincenzi,A. Costanzo e P. Maschio,NF,,Senza posizione numerica,Non finalista,8-10 marzo,Casinò di Sanremo,Fausto Tommei,6,Franca Raimondi,Franca Raimondi,2014.0,"2,66",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273a24a074a195babc48a4c7958,58,67,Sì,Sì,No,Affidabile,Sì,Sì
1957,1950,Anni 1950,Corde della mia chitarra,Claudio Villa - Nunzio Gallo,G. Fiorelli e M. Ruccione,1º,1,1º posto,Vincitore,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,,,,,Dati non disponibili,,,66,Sì,Non valutabile,Non valutabile,Senza dati Spotify,No,No
1957,1950,Anni 1950,Usignolo,Claudio Villa - Giorgio Consolini,"G. Castellani, L. L. Martelli e C. Concina",2º,2,2º-3º posto,Podio,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Claudio Villa,2008.0,"3,61",12.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273e8dbcf59fa80357664f1db7c,51,66,Sì,Sì,No,Affidabile,Sì,Sì
1957,1950,Anni 1950,Scusami,Gino Latilla - Tonina Torrielli,"Biri, W. Malgoni e M. Perrone",3º,3,2º-3º posto,Podio,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Max Pasquarelli,2023.0,"4,08",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273db6309e29fee6deb98c8067a,66,66,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1957,1950,Anni 1950,Casetta in Canadà,"Carla Boni, Gino Latilla e Duo Fasano - Gloria Christian e Poker di Voci",M. Panzeri e V. Mascheroni,4º,4,4º-10º posto,Altra posizione,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Big Boys,2001.0,"2,88",26.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273417ea225ec1d295c522efa69,44,66,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1957,1950,Anni 1950,Cancello tra le rose,Claudio Villa - Giorgio Consolini,U. Bertini e M. De Paolis,5º,5,4º-10º posto,Altra posizione,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Giorgio Consolini,1997.0,"3,49",6.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2733df826ba49c5ca8371e76d18,40,66,Sì,Sì,No,Affidabile,Sì,Sì
1957,1950,Anni 1950,Il pericolo numero uno,Claudio Villa e Gino Latilla - Natalino Otto e Poker di Voci,E. Bonagura e M. Cozzoli,6º,6,4º-10º posto,Altra posizione,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Renato Carosone,2007.0,"2,78",20.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273b15807bf141637182519bab2,50,66,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1957,1950,Anni 1950,Intorno a te (È sempre primavera),Tina Allori - Tonina Torrielli,"D. Bernazza, M. De Angelis, A. Piga e Falco",7º,7,4º-10º posto,Altra posizione,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Tonina Torrielli,2010.0,"3,27",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27392dcb271b4128c75895a4833,53,66,Sì,Sì,No,Affidabile,Sì,Sì
1957,1950,Anni 1950,Per una volta ancora,Carla Boni - Nunzio Gallo,U. Bertini e G. D'Anzi,8º,8,4º-10º posto,Altra posizione,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Cecco e Cipo,2022.0,"3,40",33.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273d902572a472e68117476c960,65,66,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1957,1950,Anni 1950,Un filo di speranza,Gino Baldi e Duo Fasano - Natalino Otto e Poker di Voci,G. C. Testoni e S. Seracini,9º,9,4º-10º posto,Altra posizione,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Gino Latilla,2000.0,"3,62",2.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273fdbbe5dc78bcdb621188af32,43,66,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1957,1950,Anni 1950,Le trote blu,"Carla Boni e Duo Fasano - Gloria Christian, Natalino Otto e Poker di Voci",D. Calcagno e L. Gelmini,10º,10,4º-10º posto,Altra posizione,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Giorgio Consolini,2019.0,"3,64",2.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27352621e55c3c9b1bddf8d92b5,62,66,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1957,1950,Anni 1950,A poco a poco,Gino Latilla - Luciano Virgili,M. Rivi e C. Innocenzi,NF,,Senza posizione numerica,Non finalista,7-9 febbraio,Casinò di Sanremo,Nunzio Filogamo,17,Claudio Villa,Anna Oxa,1978.0,"4,17",53.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2733db37b39b457ea6d4d581ccc,21,66,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
